"Indeksi";"GDO_GID";"VAYLAT";"RIV summa"
"0";"227907";"100";"10,8"
"5";"227907";"100";"10,8"
"10";"227907";"100";"10,8"
"15";"227907";"100";"10,8"
"20";"227907";"100";"10,8"
"25";"227907";"100";"14,8"
"30";"227907";"100";"10,8"
"35";"227907";"100";"10,8"
"40";"227907";"100";"14,8"
"45";"227907";"100";"14,8"
"50";"227907";"100";"14,8"
"55";"227907";"100";"18,8"
"60";"227907";"100";"18,8"
"65";"227907";"100";"18,8"
"70";"227907";"100";"22,8"
"75";"227907";"100";"22,8"
"80";"227907";"100";"22,8"
"85";"227907";"100";"22,8"
"90";"227907";"100";"22,8"
"95";"227907";"100";"22,8"
"100";"227907";"100";"22,8"
"105";"227907";"100";"22,8"
"110";"227907";"100";"22,8"
"115";"227907";"100";"22,8"
"120";"227907";"100";"22,8"
"125";"227907";"100";"22,8"
"130";"227907";"100";"22,8"
"135";"227907";"100";"22,8"
"140";"227907";"100";"18,8"
"145";"170941";"100";"28,8"
"150";"170941";"100";"28,8"
"155";"170941";"100";"28,8"
"160";"170941";"100";"28,8"
"165";"170941";"100";"32,8"
"170";"170941";"100";"32,8"
"175";"170941";"100";"32,8"
"180";"170941";"100";"32,8"
"185";"170941";"100";"32,8"
"190";"170930";"100";"38,8"
"195";"170930";"100";"38,8"
"200";"170930";"100";"38,8"
"205";"170930";"100";"34,8"
"210";"170930";"100";"34,8"
"215";"170930";"100";"34,8"
"220";"170930";"100";"34,8"
"225";"170930";"100";"34,8"
"230";"170930";"100";"34,8"
"235";"170930";"100";"38,8"
"240";"170930";"100";"38,8"
"245";"170930";"100";"38,8"
"250";"170930";"100";"38,8"
"255";"272766";"100";"26,8"
"260";"272766";"100";"26,8"
"265";"272766";"100";"26,8"
"270";"272766";"100";"26,8"
"275";"272766";"100";"26,8"
"280";"272766";"100";"26,8"
"285";"272766";"100";"26,8"
"290";"272766";"100";"26,8"
"295";"272766";"100";"26,8"
"300";"272766";"100";"26,8"
"305";"272766";"100";"26,8"
"310";"272766";"100";"26,8"
"315";"272766";"100";"26,8"
"320";"272766";"100";"26,8"
"325";"272766";"100";"26,8"
"330";"272766";"100";"26,8"
"335";"272766";"100";"26,8"
"340";"272766";"100";"26,8"
"345";"272766";"100";"30,8"
"350";"272766";"100";"30,8"
"355";"272766";"100";"30,8"
"360";"272766";"100";"34,8"
"365";"272766";"100";"34,8"
"370";"272766";"100";"38,8"
"375";"272766";"100";"38,8"
"380";"272766";"100";"38,8"
"385";"272766";"100";"26,8"
"390";"272766";"100";"26,8"
"395";"272766";"100";"26,8"
"400";"272766";"100";"26,8"
"405";"272766";"100";"26,8"
"410";"272766";"100";"26,8"
"415";"272766";"100";"26,8"
"420";"272766";"100";"26,8"
"425";"272766";"100";"26,8"
"430";"272766";"100";"26,8"
"435";"272766";"100";"26,8"
"440";"272766";"100";"26,8"
"445";"272766";"100";"26,8"
"450";"272766";"100";"26,8"
"455";"272766";"100";"26,8"
"460";"272766";"100";"26,8"
"465";"272766";"100";"26,8"
"470";"169891";"100";"14,8"
"475";"169891";"100";"14,8"
"480";"169891";"100";"14,8"
"485";"169891";"100";"14,8"
"490";"169891";"100";"14,8"
"495";"169891";"100";"14,8"
"500";"169891";"100";"14,8"
"505";"169891";"100";"14,8"
"510";"169891";"100";"14,8"
"515";"169891";"100";"18,8"
"520";"169891";"100";"18,8"
"525";"169891";"100";"18,8"
"530";"169891";"100";"18,8"
"535";"169891";"100";"18,8"
"540";"169891";"100";"18,8"
"545";"169891";"100";"18,8"
"550";"169891";"100";"18,8"
"555";"169891";"100";"18,8"
"560";"169891";"100";"18,8"
"565";"169891";"100";"18,8"
"570";"169891";"100";"18,8"
"575";"169891";"100";"18,8"
"580";"169891";"100";"18,8"
"585";"169891";"100";"18,8"
"590";"169891";"100";"18,8"
"595";"169891";"100";"18,8"
"600";"169891";"100";"18,8"
"605";"169891";"100";"18,8"
"610";"169891";"100";"18,8"
"615";"169891";"100";"18,8"
"620";"169891";"100";"18,8"
"625";"169891";"100";"14,8"
"630";"169891";"100";"14,8"
"635";"169891";"100";"14,8"
"640";"169891";"100";"14,8"
"645";"169891";"100";"14,8"
"650";"169891";"100";"14,8"
"655";"169891";"100";"14,8"
"660";"169891";"100";"14,8"
"665";"169891";"100";"14,8"
"670";"169891";"100";"14,8"
"675";"169891";"100";"14,8"
"680";"169891";"100";"14,8"
"685";"169891";"100";"14,8"
"690";"169891";"100";"14,8"
"695";"169891";"100";"14,8"
"700";"169891";"100";"14,8"
"705";"169891";"100";"14,8"
"710";"169891";"100";"14,8"
"715";"169891";"100";"14,8"
"720";"169891";"100";"14,8"
"725";"169891";"100";"14,8"
"730";"169891";"100";"14,8"
"735";"169891";"100";"14,8"
"740";"169891";"100";"14,8"
"745";"169891";"100";"14,8"
"750";"169891";"100";"14,8"
"755";"169891";"100";"14,8"
"760";"169891";"100";"14,8"
"765";"169891";"100";"14,8"
"770";"169891";"100";"14,8"
"775";"169891";"100";"14,8"
"780";"169891";"100";"14,8"
"785";"169891";"100";"14,8"
"790";"169891";"100";"14,8"
"795";"169891";"100";"14,8"
"800";"169891";"100";"14,8"
"805";"169891";"100";"14,8"
"810";"169891";"100";"14,8"
"815";"169891";"100";"14,8"
"820";"169891";"100";"14,8"
"825";"169891";"100";"14,8"
"830";"169891";"100";"14,8"
"835";"169891";"100";"14,8"
"840";"169891";"100";"14,8"
"845";"169891";"100";"14,8"
"850";"169891";"100";"14,8"
"855";"169891";"100";"14,8"
"860";"169891";"100";"14,8"
"865";"169891";"100";"14,8"
"870";"169891";"100";"14,8"
"875";"169891";"100";"14,8"
"880";"169891";"100";"14,8"
"885";"169891";"100";"14,8"
"890";"169891";"100";"14,8"
"895";"169891";"100";"14,8"
"900";"169891";"100";"14,8"
"905";"169891";"100";"14,8"
"910";"169891";"100";"14,8"
"915";"169891";"100";"14,8"
"920";"169891";"100";"14,8"
"925";"169891";"100";"14,8"
"930";"169891";"100";"14,8"
"935";"169891";"100";"14,8"
"940";"169891";"100";"14,8"
"945";"169891";"100";"14,8"
"950";"169891";"100";"14,8"
"955";"169891";"100";"14,8"
"960";"169891";"100";"14,8"
"965";"169891";"100";"14,8"
"970";"169891";"100";"14,8"
"975";"169891";"100";"14,8"
"980";"169891";"100";"14,8"
"985";"169891";"100";"14,8"
"990";"169891";"100";"14,8"
"995";"169891";"100";"14,8"
"1000";"169891";"100";"14,8"
"1005";"169891";"100";"14,8"
"1010";"169891";"100";"14,8"
"1015";"169891";"100";"14,8"
"1020";"169891";"100";"14,8"
"1025";"169891";"100";"14,8"
"1030";"169891";"100";"14,8"
"1035";"169891";"100";"14,8"
"1040";"169891";"100";"14,8"
"1045";"169891";"100";"14,8"
"1050";"169891";"100";"14,8"
"1055";"169891";"100";"14,8"
"1060";"169891";"100";"14,8"
"1065";"169891";"100";"14,8"
"1070";"169891";"100";"14,8"
"1075";"169891";"100";"14,8"
"1080";"169891";"100";"14,8"
"1085";"169891";"100";"14,8"
"1090";"169891";"100";"14,8"
"1095";"169891";"100";"14,8"
"1100";"169891";"100";"14,8"
"1105";"169891";"100";"14,8"
"1110";"169891";"100";"14,8"
"1115";"169891";"100";"14,8"
"1120";"169891";"100";"14,8"
"1125";"169891";"100";"14,8"
"1130";"169891";"100";"14,8"
"1135";"169891";"100";"14,8"
"1140";"169891";"100";"14,8"
"1145";"169891";"100";"14,8"
"1150";"169891";"100";"14,8"
"1155";"169891";"100";"14,8"
"1160";"169891";"100";"14,8"
"1165";"169891";"100";"14,8"
"1170";"169891";"100";"14,8"
"1175";"169891";"100";"14,8"
"1180";"169891";"100";"14,8"
"1185";"169891";"100";"14,8"
"1190";"169891";"100";"14,8"
"1195";"169891";"100";"14,8"
"1200";"169891";"100";"14,8"
"1205";"169891";"100";"14,8"
"1210";"169891";"100";"14,8"
"1215";"169891";"100";"14,8"
"1220";"169891";"100";"14,8"
"1225";"169945";"100";"26,8"
"1230";"169945";"100";"26,8"
"1235";"169945";"100";"26,8"
"1240";"169945";"100";"26,8"
"1245";"169945";"100";"26,8"
"1250";"169945";"100";"26,8"
"1255";"169945";"100";"26,8"
"1260";"169945";"100";"26,8"
"1265";"169945";"100";"26,8"
"1270";"169945";"100";"26,8"
"1275";"169945";"100";"26,8"
"1280";"169945";"100";"26,8"
"1285";"169945";"100";"26,8"
"1290";"169945";"100";"26,8"
"1295";"169945";"100";"26,8"
"1300";"169945";"100";"26,8"
"1305";"169945";"100";"26,8"
"1310";"169945";"100";"30,8"
"1315";"169945";"100";"30,8"
"1320";"169945";"100";"30,8"
"1325";"169945";"100";"30,8"
"1330";"169945";"100";"30,8"
"1335";"169945";"100";"30,8"
"1340";"169945";"100";"30,8"
"1345";"169945";"100";"30,8"
"1350";"169945";"100";"30,8"
"1355";"169945";"100";"30,8"
"1360";"169945";"100";"30,8"
"1365";"169945";"100";"30,8"
"1370";"169945";"100";"30,8"
"1375";"170935";"100";"26,8"
"1380";"170935";"100";"26,8"
"1385";"170935";"100";"26,8"
"1390";"170935";"100";"26,8"
"1395";"170935";"100";"26,8"
"1400";"170935";"100";"26,8"
"1405";"170935";"100";"26,8"
"1410";"170935";"100";"26,8"
"1415";"170935";"100";"22,8"
"1420";"170935";"100";"22,8"
"1425";"170935";"100";"22,8"
"1430";"170935";"100";"22,8"
"1435";"170935";"100";"22,8"
"1440";"170935";"100";"22,8"
"1445";"169907";"100";"18,8"
"1450";"169907";"100";"18,8"
"1455";"169907";"100";"18,8"
"1460";"169907";"100";"18,8"
"1465";"169907";"100";"18,8"
"1470";"169907";"100";"18,8"
"1475";"169907";"100";"18,8"
"1480";"169907";"100";"18,8"
"1485";"169907";"100";"18,8"
"1490";"169907";"100";"18,8"
"1495";"169907";"100";"18,8"
"1500";"169907";"100";"18,8"
"1505";"169907";"100";"18,8"
"1510";"169907";"100";"22,8"
"1515";"169907";"100";"22,8"
"1520";"169907";"100";"22,8"
"1525";"169907";"100";"22,8"
"1530";"169907";"100";"22,8"
"1535";"169907";"100";"22,8"
"1540";"169907";"100";"22,8"
"1545";"169907";"100";"22,8"
"1550";"169907";"100";"22,8"
"1555";"169907";"100";"22,8"
"1560";"169907";"100";"22,8"
"1565";"169907";"100";"22,8"
"1570";"169907";"100";"22,8"
"1575";"169907";"100";"22,8"
"1580";"169907";"100";"22,8"
"1585";"169907";"100";"22,8"
"1590";"169907";"100";"22,8"
"1595";"169907";"100";"22,8"
"1600";"169907";"100";"22,8"
"1605";"169907";"100";"22,8"
"1610";"169907";"100";"22,8"
"1615";"169907";"100";"22,8"
"1620";"169907";"100";"22,8"
"1625";"169907";"100";"22,8"
"1630";"169907";"100";"22,8"
"1635";"169907";"100";"22,8"
"1640";"169907";"100";"22,8"
"1645";"169907";"100";"22,8"
"1650";"169907";"100";"22,8"
"1655";"169907";"100";"22,8"
"1660";"169907";"100";"22,8"
"1665";"169907";"100";"22,8"
"1670";"169907";"100";"22,8"
"1675";"169907";"100";"22,8"
"1680";"272779";"100";"30,8"
"1685";"272779";"100";"30,8"
"1690";"272779";"100";"30,8"
"1695";"272779";"100";"26,8"
"1700";"272779";"100";"26,8"
"1705";"272779";"100";"26,8"
"1710";"272779";"100";"26,8"
"1715";"272779";"100";"26,8"
"1720";"272779";"100";"26,8"
"1725";"272779";"100";"26,8"
"1730";"272779";"100";"26,8"
"1735";"272779";"100";"26,8"
"1740";"272779";"100";"26,8"
"1745";"272779";"100";"26,8"
"1750";"272779";"100";"26,8"
"1755";"272779";"100";"26,8"
"1760";"272779";"100";"26,8"
"1765";"272779";"100";"26,8"
"1770";"272779";"100";"26,8"
"1775";"170931";"100";"38,8"
"1780";"170931";"100";"38,8"
"1785";"170931";"100";"38,8"
"1790";"170931";"100";"38,8"
"1795";"170931";"100";"38,8"
"1800";"170931";"100";"38,8"
"1805";"170931";"100";"38,8"
"1810";"170931";"100";"38,8"
"1815";"170931";"100";"38,8"
"1820";"170931";"100";"38,8"
"1825";"170931";"100";"38,8"
"1830";"170931";"100";"38,8"
"1835";"170931";"100";"38,8"
"1840";"170931";"100";"38,8"
"1845";"170931";"100";"38,8"
"1850";"170931";"100";"38,8"
"1855";"169886";"100";"14,8"
"1860";"169886";"100";"14,8"
"1865";"169886";"100";"14,8"
"1870";"169886";"100";"14,8"
"1875";"169886";"100";"14,8"
"1880";"169886";"100";"14,8"
"1885";"169886";"100";"14,8"
"1890";"169886";"100";"14,8"
"1895";"169886";"100";"14,8"
"1900";"169886";"100";"14,8"
"1905";"169886";"100";"14,8"
"1910";"169886";"100";"14,8"
"1915";"169886";"100";"14,8"
"1920";"169886";"100";"14,8"
"1925";"169886";"100";"14,8"
"1930";"169886";"100";"14,8"
"1935";"169886";"100";"14,8"
"1940";"169886";"100";"14,8"
"1945";"169886";"100";"14,8"
"1950";"169886";"100";"14,8"
"1955";"169886";"100";"14,8"
"1960";"169886";"100";"14,8"
"1965";"169886";"100";"14,8"
"1970";"169886";"100";"14,8"
"1975";"169886";"100";"14,8"
"1980";"169886";"100";"18,8"
"1985";"169886";"100";"18,8"
"1990";"169886";"100";"18,8"
"1995";"169886";"100";"18,8"
"2000";"169886";"100";"18,8"
"2005";"169886";"100";"18,8"
"2010";"169886";"100";"18,8"
"2015";"169886";"100";"18,8"
"2020";"169886";"100";"18,8"
"2025";"169886";"100";"18,8"
"2030";"169886";"100";"18,8"
"2035";"169886";"100";"18,8"
"2040";"169886";"100";"18,8"
"2045";"169886";"100";"18,8"
"2050";"169886";"100";"18,8"
"2055";"169886";"100";"18,8"
"2060";"169886";"100";"18,8"
"2065";"169886";"100";"18,8"
"2070";"169886";"100";"18,8"
"2075";"169886";"100";"18,8"
"2080";"169886";"100";"18,8"
"2085";"169886";"100";"18,8"
"2090";"169886";"100";"18,8"
"2095";"169886";"100";"18,8"
"2100";"169886";"100";"18,8"
"2105";"169886";"100";"18,8"
"2110";"169886";"100";"18,8"
"2115";"169886";"100";"18,8"
"2120";"169886";"100";"18,8"
"2125";"169886";"100";"18,8"
"2130";"169886";"100";"18,8"
"2135";"169886";"100";"18,8"
"2140";"169886";"100";"18,8"
"2145";"169886";"100";"18,8"
"2150";"169886";"100";"18,8"
"2155";"169886";"100";"18,8"
"2160";"169886";"100";"18,8"
"2165";"169886";"100";"18,8"
"2170";"169886";"100";"18,8"
"2175";"169886";"100";"18,8"
"2180";"169886";"100";"18,8"
"2185";"169886";"100";"18,8"
"2190";"169886";"100";"18,8"
"2195";"169886";"100";"18,8"
"2200";"169886";"100";"18,8"
"2205";"169886";"100";"18,8"
"2210";"169886";"100";"18,8"
"2215";"169886";"100";"18,8"
"2220";"169886";"100";"18,8"
"2225";"169886";"100";"18,8"
"2230";"169886";"100";"18,8"
"2235";"169886";"100";"18,8"
"2240";"169886";"100";"18,8"
"2245";"169886";"100";"18,8"
"2250";"169886";"100";"18,8"
"2255";"169886";"100";"18,8"
"2260";"169886";"100";"18,8"
"2265";"169886";"100";"18,8"
"2270";"169886";"100";"18,8"
"2275";"169886";"100";"18,8"
"2280";"169886";"100";"18,8"
"2285";"169886";"100";"18,8"
"2290";"169886";"100";"18,8"
"2295";"169886";"100";"18,8"
"2300";"169886";"100";"18,8"
"2305";"169886";"100";"18,8"
"2310";"169886";"100";"18,8"
"2315";"169886";"100";"18,8"
"2320";"169886";"100";"18,8"
"2325";"169886";"100";"18,8"
"2330";"169886";"100";"18,8"
"2335";"169886";"100";"18,8"
"2340";"169886";"100";"18,8"
"2345";"169886";"100";"18,8"
"2350";"169886";"100";"18,8"
"2355";"169886";"100";"18,8"
"2360";"169886";"100";"18,8"
"2365";"169886";"100";"18,8"
"2370";"169886";"100";"18,8"
"2375";"169886";"100";"18,8"
"2380";"169886";"100";"18,8"
"2385";"169886";"100";"18,8"
"2390";"169886";"100";"18,8"
"2395";"169886";"100";"18,8"
"2400";"169886";"100";"18,8"
"2405";"169886";"100";"18,8"
"2410";"169886";"100";"18,8"
"2415";"169886";"100";"18,8"
"2420";"169886";"100";"18,8"
"2425";"169886";"100";"18,8"
"2430";"169886";"100";"18,8"
"2435";"169886";"100";"18,8"
"2440";"169886";"100";"18,8"
"2445";"169886";"100";"18,8"
"2450";"169886";"100";"18,8"
"2455";"169886";"100";"18,8"
"2460";"169886";"100";"18,8"
"2465";"169886";"100";"18,8"
"2470";"169886";"100";"18,8"
"2475";"169886";"100";"18,8"
"2480";"169886";"100";"18,8"
"2485";"169886";"100";"18,8"
"2490";"169886";"100";"18,8"
"2495";"169886";"100";"18,8"
"2500";"169886";"100";"18,8"
"2505";"169886";"100";"18,8"
"2510";"169886";"100";"18,8"
"2515";"169886";"100";"18,8"
"2520";"169886";"100";"18,8"
"2525";"169886";"100";"18,8"
"2530";"169886";"100";"18,8"
"2535";"169886";"100";"18,8"
"2540";"169886";"100";"18,8"
"2545";"169886";"100";"18,8"
"2550";"169886";"100";"18,8"
"2555";"169886";"100";"18,8"
"2560";"169886";"100";"18,8"
"2565";"169886";"100";"18,8"
"2570";"169886";"100";"18,8"
"2575";"169886";"100";"18,8"
"2580";"169886";"100";"18,8"
"2585";"169886";"100";"18,8"
"2590";"169886";"100";"18,8"
"2595";"169886";"100";"18,8"
"2600";"169886";"100";"18,8"
"2605";"169886";"100";"18,8"
"2610";"169886";"100";"18,8"
"2615";"169886";"100";"18,8"
"2620";"169886";"100";"18,8"
"2625";"169886";"100";"18,8"
"2630";"169886";"100";"18,8"
"2635";"169886";"100";"18,8"
"2640";"169886";"100";"18,8"
"2645";"169886";"100";"18,8"
"2650";"169886";"100";"18,8"
"2655";"169886";"100";"18,8"
"2660";"169886";"100";"18,8"
"2665";"169886";"100";"18,8"
"2670";"169886";"100";"18,8"
"2675";"169886";"100";"14,8"
"2680";"169886";"100";"14,8"
"2685";"169886";"100";"14,8"
"2690";"169886";"100";"14,8"
"2695";"169886";"100";"14,8"
"2700";"169886";"100";"14,8"
"2705";"169886";"100";"14,8"
"2710";"169886";"100";"14,8"
"2715";"169886";"100";"14,8"
"2720";"169886";"100";"14,8"
"2725";"169886";"100";"14,8"
"2730";"169886";"100";"14,8"
"2735";"169886";"100";"14,8"
"2740";"169886";"100";"14,8"
"2745";"169886";"100";"14,8"
"2750";"169886";"100";"14,8"
"2755";"169886";"100";"14,8"
"2760";"169886";"100";"14,8"
"2765";"169886";"100";"14,8"
"2770";"169886";"100";"14,8"
"2775";"169886";"100";"14,8"
"2780";"169886";"100";"14,8"
"2785";"169886";"100";"14,8"
"2790";"169886";"100";"14,8"
"2795";"169886";"100";"14,8"
"2800";"169886";"100";"14,8"
"2805";"169886";"100";"14,8"
"2810";"169886";"100";"14,8"
"2815";"169886";"100";"14,8"
"2820";"169886";"100";"14,8"
"2825";"169886";"100";"14,8"
"2830";"170934";"100";"22,8"
"2835";"170934";"100";"22,8"
"2840";"170934";"100";"22,8"
"2845";"170934";"100";"22,8"
"2850";"170934";"100";"22,8"
"2855";"170934";"100";"22,8"
"2860";"170934";"100";"22,8"
"2865";"169835";"100";"14,8"
"2870";"169835";"100";"14,8"
"2875";"169835";"100";"14,8"
"2880";"169835";"100";"18,8"
"2885";"169835";"100";"18,8"
"2890";"169835";"100";"18,8"
"2895";"169835";"100";"18,8"
"2900";"169835";"100";"18,8"
"2905";"169835";"100";"18,8"
"2910";"169835";"100";"18,8"
"2915";"169835";"100";"18,8"
"2920";"169835";"100";"18,8"
"2925";"169835";"100";"14,8"
"2930";"169835";"100";"14,8"
"2935";"169835";"100";"14,8"
"2940";"169835";"100";"14,8"
"2945";"169835";"100";"14,8"
"2950";"169835";"100";"14,8"
"2955";"169835";"100";"14,8"
"2960";"169835";"100";"14,8"
"2965";"169835";"100";"14,8"
"2970";"169835";"100";"14,8"
"2975";"169835";"100";"14,8"
"2980";"169835";"100";"14,8"
"2985";"169835";"100";"14,8"
"2990";"169835";"100";"14,8"
"2995";"169835";"100";"14,8"
"3000";"169835";"100";"14,8"
"3005";"169835";"100";"14,8"
"3010";"169835";"100";"14,8"
"3015";"169835";"100";"14,8"
"3020";"169835";"100";"14,8"
"3025";"169835";"100";"14,8"
"3030";"169835";"100";"14,8"
"3035";"169835";"100";"14,8"
"3040";"169835";"100";"14,8"
"3045";"169835";"100";"14,8"
"3050";"169835";"100";"14,8"
"3055";"169835";"100";"14,8"
"3060";"169835";"100";"14,8"
"3065";"169835";"100";"14,8"
"3070";"169835";"100";"14,8"
"3075";"169835";"100";"14,8"
"3080";"169835";"100";"14,8"
"3085";"169835";"100";"14,8"
"3090";"169835";"100";"14,8"
"3095";"169835";"100";"14,8"
"3100";"169835";"100";"14,8"
"3105";"169835";"100";"14,8"
"3110";"169835";"100";"14,8"
"3115";"169835";"100";"14,8"
"3120";"169835";"100";"14,8"
"3125";"169835";"100";"14,8"
"3130";"169835";"100";"14,8"
"3135";"169835";"100";"14,8"
"3140";"169835";"100";"14,8"
"3145";"169835";"100";"14,8"
"3150";"169835";"100";"14,8"
"3155";"169835";"100";"14,8"
"3160";"169835";"100";"14,8"
"3165";"169835";"100";"14,8"
"3170";"169835";"100";"14,8"
"3175";"169835";"100";"14,8"
"3180";"169835";"100";"14,8"
"3185";"169835";"100";"14,8"
"3190";"169835";"100";"14,8"
"3195";"169835";"100";"14,8"
"3200";"169835";"100";"14,8"
"3205";"169835";"100";"14,8"
"3210";"169835";"100";"14,8"
"3215";"169835";"100";"14,8"
"3220";"169835";"100";"14,8"
"3225";"169835";"100";"14,8"
"3230";"169835";"100";"14,8"
"3235";"169835";"100";"14,8"
"3240";"169835";"100";"14,8"
"3245";"169835";"100";"14,8"
"3250";"169835";"100";"14,8"
"3255";"169835";"100";"14,8"
"3260";"169835";"100";"14,8"
"3265";"169835";"100";"14,8"
"3270";"169835";"100";"14,8"
"3275";"169835";"100";"14,8"
"3280";"169835";"100";"14,8"
"3285";"169835";"100";"14,8"
"3290";"169835";"100";"14,8"
"3295";"169835";"100";"14,8"
"3300";"169835";"100";"14,8"
"3305";"169835";"100";"14,8"
"3310";"169835";"100";"14,8"
"3315";"169835";"100";"14,8"
"3320";"169835";"100";"14,8"
"3325";"169835";"100";"14,8"
"3330";"169835";"100";"14,8"
"3335";"169835";"100";"14,8"
"3340";"169835";"100";"14,8"
"3345";"169835";"100";"14,8"
"3350";"169835";"100";"14,8"
"3355";"169835";"100";"14,8"
"3360";"169835";"100";"14,8"
"3365";"169835";"100";"14,8"
"3370";"169835";"100";"14,8"
"3375";"169835";"100";"14,8"
"3380";"169835";"100";"14,8"
"3385";"169835";"100";"14,8"
"3390";"169835";"100";"14,8"
"3395";"169835";"100";"14,8"
"3400";"169835";"100";"14,8"
"3405";"169835";"100";"14,8"
"3410";"169835";"100";"14,8"
"3415";"169835";"100";"14,8"
"3420";"169835";"100";"14,8"
"3425";"169835";"100";"14,8"
"3430";"169835";"100";"14,8"
"3435";"169835";"100";"14,8"
"3440";"169835";"100";"14,8"
"3445";"169835";"100";"14,8"
"3450";"169835";"100";"14,8"
"3455";"169835";"100";"14,8"
"3460";"169835";"100";"14,8"
"3465";"169835";"100";"14,8"
"3470";"169835";"100";"14,8"
"3475";"169835";"100";"14,8"
"3480";"169835";"100";"14,8"
"3485";"169835";"100";"14,8"
"3490";"169835";"100";"14,8"
"3495";"169835";"100";"14,8"
"3500";"169835";"100";"14,8"
"3505";"169835";"100";"14,8"
"3510";"169835";"100";"14,8"
"3515";"169835";"100";"14,8"
"3520";"169835";"100";"14,8"
"3525";"169835";"100";"14,8"
"3530";"169835";"100";"14,8"
"3535";"169835";"100";"14,8"
"3540";"169835";"100";"14,8"
"3545";"169835";"100";"14,8"
"3550";"169835";"100";"14,8"
"3555";"169835";"100";"14,8"
"3560";"169835";"100";"14,8"
"3565";"169835";"100";"14,8"
"3570";"169835";"100";"14,8"
"3575";"169835";"100";"14,8"
"3580";"169835";"100";"10,8"
"3585";"169835";"100";"10,8"
"3590";"169835";"100";"10,8"
"3595";"169835";"100";"10,8"
"3600";"169835";"100";"10,8"
"3605";"169835";"100";"10,8"
"3610";"169835";"100";"10,8"
"3615";"169835";"100";"10,8"
"3620";"169835";"100";"10,8"
"3625";"169835";"100";"10,8"
"3630";"169835";"100";"10,8"
"3635";"169835";"100";"10,8"
"3640";"169835";"100";"10,8"
"3645";"169835";"100";"10,8"
"3650";"169835";"100";"10,8"
"3655";"169835";"100";"10,8"
"3660";"169835";"100";"10,8"
"3665";"169835";"100";"10,8"
"3670";"169835";"100";"10,8"
"3675";"169835";"100";"10,8"
"3680";"169835";"100";"10,8"
"3685";"169835";"100";"10,8"
"3690";"169835";"100";"10,8"
"3695";"169835";"100";"10,8"
"3700";"169835";"100";"10,8"
"3705";"169835";"100";"10,8"
"3710";"169835";"100";"10,8"
"3715";"169835";"100";"10,8"
"3720";"169835";"100";"10,8"
"3725";"169835";"100";"10,8"
"3730";"169835";"100";"10,8"
"3735";"169835";"100";"10,8"
"3740";"169835";"100";"10,8"
"3745";"169835";"100";"10,8"
"3750";"169835";"100";"10,8"
"3755";"169835";"100";"10,8"
"3760";"169835";"100";"10,8"
"3765";"169835";"100";"10,8"
"3770";"169835";"100";"10,8"
"3775";"169835";"100";"10,8"
"3780";"169835";"100";"10,8"
"3785";"169835";"100";"10,8"
"3790";"169835";"100";"10,8"
"3795";"169835";"100";"10,8"
"3800";"169835";"100";"10,8"
"3805";"169835";"100";"10,8"
"3810";"169835";"100";"10,8"
"3815";"169835";"100";"10,8"
"3820";"169835";"100";"10,8"
"3825";"169835";"100";"10,8"
"3830";"169835";"100";"10,8"
"3835";"169835";"100";"10,8"
"3840";"169835";"100";"10,8"
"3845";"169835";"100";"10,8"
"3850";"169835";"100";"10,8"
"3855";"169835";"100";"10,8"
"3860";"169835";"100";"10,8"
"3865";"169835";"100";"10,8"
"3870";"169835";"100";"10,8"
"3875";"169835";"100";"10,8"
"3880";"169835";"100";"10,8"
"3885";"169835";"100";"10,8"
"3890";"169835";"100";"10,8"
"3895";"169835";"100";"10,8"
"3900";"169835";"100";"10,8"
"3905";"169835";"100";"10,8"
"3910";"169835";"100";"14,8"
"3915";"169835";"100";"14,8"
"3920";"169835";"100";"14,8"
"3925";"169835";"100";"14,8"
"3930";"169835";"100";"14,8"
"3935";"169835";"100";"14,8"
"3940";"169835";"100";"14,8"
"3945";"169835";"100";"10,8"
"3950";"169835";"100";"10,8"
"3955";"169835";"100";"10,8"
"3960";"169835";"100";"10,8"
"3965";"169835";"100";"10,8"
"3970";"169835";"100";"10,8"
"3975";"169835";"100";"10,8"
"3980";"170938";"100";"30,8"
"3985";"170938";"100";"30,8"
"3990";"170938";"100";"30,8"
"3995";"170938";"100";"30,8"
"4000";"170938";"100";"30,8"
"4005";"170938";"100";"30,8"
"4010";"170938";"100";"30,8"
"4015";"170938";"100";"30,8"
"4020";"170938";"100";"30,8"
"4025";"170938";"100";"30,8"
"4030";"170938";"100";"30,8"
"4035";"170938";"100";"30,8"
"4040";"170938";"100";"30,8"
"4045";"170938";"100";"30,8"
"4050";"169874";"100";"14,8"
"4055";"169874";"100";"14,8"
"4060";"169874";"100";"14,8"
"4065";"169874";"100";"14,8"
"4070";"169874";"100";"14,8"
"4075";"169874";"100";"14,8"
"4080";"169874";"100";"18,8"
"4085";"169874";"100";"18,8"
"4090";"169874";"100";"18,8"
"4095";"169874";"100";"18,8"
"4100";"169874";"100";"18,8"
"4105";"169874";"100";"18,8"
"4110";"169874";"100";"18,8"
"4115";"169874";"100";"18,8"
"4120";"169874";"100";"18,8"
"4125";"169874";"100";"18,8"
"4130";"169874";"100";"18,8"
"4135";"169874";"100";"18,8"
"4140";"169874";"100";"18,8"
"4145";"169874";"100";"18,8"
"4150";"169874";"100";"18,8"
"4155";"169874";"100";"18,8"
"4160";"169874";"100";"18,8"
